source_id,kind,host,url
s0288,crossref,api.crossref.org,https://api.crossref.org/works/10.2514/6.2013-1696
s0289,crossref,api.crossref.org,https://api.crossref.org/works/10.2514/6.2015-4623
s0290,crossref,api.crossref.org,https://api.crossref.org/works/10.25148/lawrev.8.2.8
s0291,crossref,api.crossref.org,https://api.crossref.org/works/10.28945/2049
s0292,crossref,api.crossref.org,https://api.crossref.org/works/10.29302/ar.2015.suplim.2.22
s0293,crossref,api.crossref.org,https://api.crossref.org/works/10.3174/ajnr.a2583
s0294,crossref,api.crossref.org,https://api.crossref.org/works/10.3200/jpft.33.1.39-48
s0295,crossref,api.crossref.org,https://api.crossref.org/works/10.3354/ame038295
s0296,crossref,api.crossref.org,https://api.crossref.org/works/10.4271/2006-01-0296
s0297,crossref,api.crossref.org,https://api.crossref.org/works/10.46743/1540-580x/2010.1308
s0298,crossref,api.crossref.org,https://api.crossref.org/works/10.48550/arxiv.1508.00700
s0299,crossref,api.crossref.org,https://api.crossref.org/works/10.5014/ajot.2015.016089
s0300,crossref,api.crossref.org,https://api.crossref.org/works/10.5194/acpd-9-9823-2009
s0301,crossref,api.crossref.org,https://api.crossref.org/works/10.5252/z2010n4a4
s0302,crossref,api.crossref.org,https://api.crossref.org/works/10.5296/ijafr.v5i2.8014
s0303,crossref,api.crossref.org,https://api.crossref.org/works/10.5296/ije.v4i3.1785
s0304,crossref,api.crossref.org,https://api.crossref.org/works/10.5369/jsst.2012.21.2.83
s0305,crossref,api.crossref.org,https://api.crossref.org/works/10.5539/ijef.v4n5p15
s0306,crossref,api.crossref.org,https://api.crossref.org/works/10.5642/urceu.201401.06
s0307,crossref,api.crossref.org,https://api.crossref.org/works/10.5822/978-1-61091-022-4_10
s0308,crossref,api.crossref.org,https://api.crossref.org/works/10.7287/peerj.preprints.1
s0309,crossref,api.crossref.org,https://api.crossref.org/works/10.7287/peerj.preprints.577v1
s0310,public-record,ascelibrary.com,https://ascelibrary.com/toc/jbenf2/10/5
s0311,public-record,ascelibrary.org,https://ascelibrary.org/doi/10.1061/41098%28368%2940
s0312,public-record,cancerres.aacrjournals.org,https://cancerres.aacrjournals.org/content/67/9_Supplement/1596
s0313,public-record,cardiology.med.wayne.edu,https://cardiology.med.wayne.edu/pdfs-new/abidov_cv.pdf
s0314,public-record,cci.drexel.edu,https://cci.drexel.edu/faculty/yan/publications/SWDB-maintaining.pdf
s0315,public-record,cci.drexel.edu,https://cci.drexel.edu/faculty/yan/yuan-publications-update-2017.html
s0316,public-record,cdn.aaai.org,https://cdn.aaai.org/FLAIRS/2006/Flairs06-039.pdf
s0317,public-record,dblp.org,https://dblp.org/rec/conf/flairs/Lin06
s0318,public-record,digital.library.unt.edu,https://digital.library.unt.edu/ark:/67531/metadc505008/
s0319,public-record,digitalcommons.ciis.edu,https://digitalcommons.ciis.edu/founderssymposium/40/
s0320,public-record,digitalcommons.ciis.edu,https://digitalcommons.ciis.edu/ijts-transpersonalstudies/vol29/iss2/2/
s0321,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=1001&context=educ_fac_pubs
s0322,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=1115&context=pretrib_arch
s0323,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/educ_fac_pubs/2
s0324,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/gov_fac_pubs/178/
s0325,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/lts_fac_pubs/12
s0326,public-record,digitalcommons.liberty.edu,https://digitalcommons.liberty.edu/pretrib_arch/116
s0327,public-record,digitalcommons.osgoode.yorku.ca,https://digitalcommons.osgoode.yorku.ca/cgi/viewcontent.cgi?article=1071&context=sclr
s0328,public-record,digitalcommons.osgoode.yorku.ca,https://digitalcommons.osgoode.yorku.ca/sclr/vol29/iss1/5/
s0329,public-record,digitalcommons.pace.edu,https://digitalcommons.pace.edu/lawfaculty/1044/
s0330,public-record,digitalcommons.pace.edu,https://digitalcommons.pace.edu/lawfaculty/914
s0331,public-record,digitalcommons.unomaha.edu,https://digitalcommons.unomaha.edu/commfacpub/61/
s0332,public-record,digitalcommons.wcl.american.edu,https://digitalcommons.wcl.american.edu/lpb/vol6/iss1/3
s0333,public-record,digitalcommons.wcl.american.edu,https://digitalcommons.wcl.american.edu/peel_alumni/141/
